Document-feature matrix of: 168 documents, 6 features (78.77% sparse) and 6 docvars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CPP-BT_Bundestag_Plenarprotokoll_18_151_2016-01-27.txt,32,0,1,3,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_152_2016-01-28.txt,85,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,1,0,0,0,3,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,5,2,1,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_153_2016-01-29.txt,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,4,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_154_2016-02-17.txt,155,2,5,0,0,0,0,0,0,0,3,1,0,1,1,0,3,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,0,3,10,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,92,2,0,1,0,2,0,0,7
  CPP-BT_Bundestag_Plenarprotokoll_18_155_2016-02-18.txt,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,0,3,4,1,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_156_2016-02-19.txt,144,0,5,5,0,0,0,0,0,6,8,9,0,1,0,0,8,2,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,2,0,0,0,9,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,5,0,6,0,1,0,0,5
  CPP-BT_Bundestag_Plenarprotokoll_18_157_2016-02-24.txt,52,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,3,9,1,1,0,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_158_2016-02-25.txt,425,1,24,19,0,3,2,0,0,19,27,14,0,2,5,0,27,4,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,24,3,1,0,8,1,0,0,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181,17,0,8,0,8,0,0,8
  CPP-BT_Bundestag_Plenarprotokoll_18_159_2016-02-26.txt,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_160_2016-03-16.txt,116,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,3,0,7,0,0,6
  CPP-BT_Bundestag_Plenarprotokoll_18_161_2016-03-17.txt,77,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,3,0,2,0,0,3
  CPP-BT_Bundestag_Plenarprotokoll_18_162_2016-03-18.txt,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_163_2016-04-13.txt,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,1,0,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_164_2016-04-14.txt,56,0,3,10,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,0,0,3
  CPP-BT_Bundestag_Plenarprotokoll_18_165_2016-04-15.txt,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_166_2016-04-27.txt,35,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,1,0,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_167_2016-04-28.txt,106,0,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,5,1,0,7,1,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_168_2016-04-29.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_169_2016-05-11.txt,14,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_170_2016-05-12.txt,123,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,29,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,78,0,0,3,0,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_171_2016-05-13.txt,55,0,2,20,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_172_2016-06-01.txt,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_173_2016-06-02.txt,31,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_174_2016-06-03.txt,94,1,6,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46,1,0,6,0,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_175_2016-06-08.txt,25,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,3
  CPP-BT_Bundestag_Plenarprotokoll_18_176_2016-06-09.txt,43,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_177_2016-06-10.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_178_2016-06-22.txt,57,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,2,2,1,0,0,0,0,7
  CPP-BT_Bundestag_Plenarprotokoll_18_179_2016-06-23.txt,129,0,5,6,0,0,0,0,0,1,12,8,0,0,1,1,12,1,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,50,2,2,1,0,0,0,0,9
  CPP-BT_Bundestag_Plenarprotokoll_18_180_2016-06-24.txt,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,1,0,0,0,0,0,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_181_2016-06-28.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_182_2016-07-06.txt,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4
  CPP-BT_Bundestag_Plenarprotokoll_18_183_2016-07-07.txt,94,0,5,1,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,51,2,0,4,0,4,0,1,0
  CPP-BT_Bundestag_Plenarprotokoll_18_184_2016-07-08.txt,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_185_2016-09-06.txt,58,0,1,1,0,0,0,0,0,1,1,3,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,1,3,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_186_2016-09-07.txt,113,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,58,2,0,4,0,1,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_187_2016-09-08.txt,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,7,2,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,1,1,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_188_2016-09-09.txt,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_189_2016-09-21.txt,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_190_2016-09-22.txt,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_191_2016-09-23.txt,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,2,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_192_2016-09-28.txt,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_193_2016-09-29.txt,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,2,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_194_2016-09-30.txt,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_195_2016-10-19.txt,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_196_2016-10-20.txt,84,1,5,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,3,0,9,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_197_2016-10-21.txt,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_198_2016-11-09.txt,21,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_199_2016-11-10.txt,151,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,5,3,1,0,0,0,0,1,0,1,0,0,2,0,12,0,0,1,0,0,0,0,70,5,0,7,0,4,0,0,2
  CPP-BT_Bundestag_Plenarprotokoll_18_200_2016-11-11.txt,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,3,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_201_2016-11-22.txt,56,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,3,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_202_2016-11-23.txt,86,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,1,2,0,1,2,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_203_2016-11-24.txt,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,1,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_204_2016-11-25.txt,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_205_2016-11-30.txt,35,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,2,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_206_2016-12-01.txt,31,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,1
  CPP-BT_Bundestag_Plenarprotokoll_18_207_2016-12-02.txt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CPP-BT_Bundestag_Plenarprotokoll_18_208_2016-12-14.txt,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1
